"city","partner name","address","latitude","longitude","average rating","phone number"
"Kuala Lumpur","Hot Yo Studio","26-2 (Second Floor), Jalan 24/70A, Desa Sri Hartamas, 50480 W.P. Kuala Lumpur (opposite Burger King Hartamas)","3.162909","101.650887","4.5",""
